SALE TYPE,SOLD DATE,PROPERTY TYPE,ADDRESS,CITY,STATE OR PROVINCE,ZIP OR POSTAL CODE,PRICE,BEDS,BATHS,LOCATION,SQUARE FEET,LOT SIZE,YEAR BUILT,DAYS ON MARKET,$/SQUARE FEET,HOA/MONTH,STATUS,NEXT OPEN HOUSE START TIME,NEXT OPEN HOUSE END TIME,URL (SEE http://www.redfin.com/buy-a-home/comparative-market-analysis FOR INFO ON PRICING),SOURCE,MLS#,FAVORITE,INTERESTED,LATITUDE,LONGITUDE
MLS Listing,,Condo/Co-op,2455 Leighton St,Fort Lee,NJ,07024,799000,3,3.0,Fort Lee,,,,24,,,Active,,,http://www.redfin.com/NJ/Fort-Lee/2455-Leighton-St-07024/home/35901857,NJMLS,20032494,N,Y,40.8678025,-73.966685
MLS Listing,,Condo/Co-op,501 Linwood Dr Unit 4C,Fort Lee,NJ,07024,225000,2,1.0,Fort Lee,870,,,24,259,,Active,,,http://www.redfin.com/NJ/Fort-Lee/501-Linwood-Dr-07024/unit-4C/home/144834272,NJMLS,20032466,N,Y,40.8627284,-73.9713391
MLS Listing,,Condo/Co-op,1450 Palisade Ave Unit 1D,Fort Lee,NJ,07024,245000,1,1.0,Fort Lee,,,,24,,,Active,,,http://www.redfin.com/NJ/Fort-Lee/1450-Palisade-Ave-07024/unit-1D/home/35736385,NJMLS,20032436,N,Y,40.8444031,-73.9720113
MLS Listing,,Condo/Co-op,2000 Linwood Ave Unit 11F,Fort Lee,NJ,07024,285000,1,1.0,Fort Lee,,,,24,,,Active,,,http://www.redfin.com/NJ/Fort-Lee/2000-Linwood-Ave-07024/unit-11F/home/123691979,NJMLS,20032430,N,Y,40.8539851,-73.9739119
MLS Listing,,Single Family Residential,1626 Maple St,Fort Lee,NJ,07024,799000,4,3.0,Fort Lee,,5001,,25,,,Active,,,http://www.redfin.com/NJ/Fort-Lee/1626-Maple-St-07024/home/35737024,NJMLS,20032344,N,Y,40.8555019,-73.9817403
MLS Listing,,Multi-Family (2-4 Unit),63 Virginia Ave,Fort Lee,NJ,07024,989000,6,3.5,Fort Lee,,5001,,25,,,Active,,,http://www.redfin.com/NJ/Fort-Lee/63-Virginia-Ave-07024/home/35735269,NJMLS,20032316,N,Y,40.8380355,-73.9765061
MLS Listing,,Condo/Co-op,555 North Ave Unit 20U,Fort Lee,NJ,07024,249000,2,2.0,Fort Lee,1075,,,27,232,,Active,,,http://www.redfin.com/NJ/Fort-Lee/555-North-Ave-07024/unit-20U/home/172685216,NJMLS,20032067,N,Y,40.8539526,-73.9823601
MLS Listing,,Condo/Co-op,2 Horizon Rd #1417,Fort Lee,NJ,07024,79900,0,1.0,Fort Lee,628,,,27,127,,Active,,,http://www.redfin.com/NJ/Fort-Lee/2-Horizon-Rd-07024/unit-1417/home/172684008,NJMLS,20032009,N,Y,40.838916,-73.9739249
MLS Listing,,Single Family Residential,1143 Inwood Ter,Fort Lee,NJ,07024,1399000,6,3.5,Fort Lee,,7000,,28,,,Active,,,http://www.redfin.com/NJ/Fort-Lee/1143-Inwood-Ter-07024/home/35901140,NJMLS,20031766,N,Y,40.8398254,-73.9844951
MLS Listing,,Condo/Co-op,2077 Center Ave Unit 12D,Fort Lee,NJ,07024,229000,2,2.0,Fort Lee,1012,,,29,226,,Active,,,http://www.redfin.com/NJ/Fort-Lee/2077-Center-Ave-07024/unit-12-D/home/146016433,NJMLS,20031666,N,Y,40.8545254,-73.9714784
MLS Listing,,Condo/Co-op,4 Horizon Rd #1021,Fort Lee,NJ,07024,89000,1,1.0,Fort Lee,,,,29,,,Active,,,http://www.redfin.com/NJ/Fort-Lee/4-Horizon-Rd-07024/unit-1021/home/172671972,NJMLS,20031649,N,Y,40.8429285,-73.9717539
MLS Listing,,Single Family Residential,1170 Crescent Way,Fort Lee,NJ,07024,1779000,5,5.5,Fort Lee,,13247,,29,,,Active,September-6-2020 01:00 PM,September-6-2020 03:00 PM,http://www.redfin.com/NJ/Fort-Lee/1170-Crescent-Way-07024/home/35669205,NJMLS,20031625,N,Y,40.8359223,-73.9750598
MLS Listing,,Condo/Co-op,420 Fairview Ave Unit 4j,Fort Lee,NJ,07024,129950,0,1.0,Fort Lee,,,,29,,,Active,,,http://www.redfin.com/NJ/Fort-Lee/420-Fairview-Ave-07024/unit-4J/home/104465039,NJMLS,20031610,N,Y,40.8637984,-73.9691567
MLS Listing,,Multi-Family (2-4 Unit),1497 Anderson Ave,Fort Lee,NJ,07024,875000,3,2.0,Fort Lee,,,,29,,,Active,,,http://www.redfin.com/NJ/Fort-Lee/1497-Anderson-Ave-07024/home/35735938,NJMLS,20031551,N,Y,40.8488743,-73.9784804
MLS Listing,,Condo/Co-op,3 Horizon Rd #1203,Fort Lee,NJ,07024,107000,1,1.0,Fort Lee,,,,30,,,Active,,,http://www.redfin.com/NJ/Fort-Lee/3-Horizon-Rd-07024/unit-1203/home/143156509,NJMLS,20031502,N,Y,40.8417607,-73.972213
MLS Listing,,Condo/Co-op,1 Horizon Rd #1202,Fort Lee,NJ,07024,175000,2,1.0,Fort Lee,,,,30,,,Active,,,http://www.redfin.com/NJ/Fort-Lee/1-Horizon-Rd-07024/unit-1202/home/144797085,NJMLS,20031392,N,Y,40.8379618,-73.9736823
MLS Listing,,Condo/Co-op,100 Old Palisade Rd #2312,Fort Lee,NJ,07024,335000,1,1.0,Fort Lee,890,,,31,376,,Active,,,http://www.redfin.com/NJ/Fort-Lee/100-Old-Palisade-Rd-07024/unit-2312/home/35667978,NJMLS,20031355,N,Y,40.8481744,-73.9664386
MLS Listing,,Single Family Residential,115 Bluff Rd,Fort Lee,NJ,07024,2499000,5,7.0,Fort Lee,,11809,,31,,,Active,,,http://www.redfin.com/NJ/Fort-Lee/115-Bluff-Rd-07024/home/35734498,NJMLS,20031220,N,Y,40.8326309,-73.9775829
MLS Listing,,Condo/Co-op,2 Horizon Rd #629,Fort Lee,NJ,07024,148800,2,2.0,Fort Lee,,,,32,,,Active,,,http://www.redfin.com/NJ/Fort-Lee/2-Horizon-Rd-07024/unit-629/home/172654513,NJMLS,20031126,N,Y,40.838916,-73.9739249
MLS Listing,,Single Family Residential,1075 Edgewood Ln,Fort Lee,NJ,07024,889000,5,3.5,Fort Lee,,5101,,32,,,Active,September-6-2020 01:00 PM,September-6-2020 04:00 PM,http://www.redfin.com/NJ/Fort-Lee/1075-Edgewood-Ln-07024/home/35733713,NJMLS,20031106,N,Y,40.8352417,-73.9826127
MLS Listing,,Townhouse,1161 15th St,Fort Lee,NJ,07024,979000,3,3.0,Fort Lee,,,,32,,,Active,,,http://www.redfin.com/NJ/Fort-Lee/1161-15th-St-07024/home/171941633,NJMLS,20031059,N,Y,40.8407467,-73.9858266
MLS Listing,,Condo/Co-op,3 Horizon Rd #1032,Fort Lee,NJ,07024,258000,2,2.0,Fort Lee,,,,32,,,Active,,,http://www.redfin.com/NJ/Fort-Lee/3-Horizon-Rd-07024/unit-1032/home/172649737,NJMLS,20030945,N,Y,40.8417607,-73.972213
MLS Listing,,Townhouse,1600 Kaufers Ln #12,Fort Lee,NJ,07024,675000,2,3.0,Fort Lee,1726,,,33,391,,Active,,,http://www.redfin.com/NJ/Fort-Lee/1600-Kaufer-Ln-07024/unit-12/home/39931747,NJMLS,20030896,N,Y,40.8487217,-73.965748
MLS Listing,,Condo/Co-op,1361 15th St,Fort Lee,NJ,07024,449000,2,1.5,Fort Lee,,,,33,,,Active,,,http://www.redfin.com/NJ/Fort-Lee/1361-15th-St-07024/unit-1/home/35735125,NJMLS,20030860,N,Y,40.8460226,-73.9804813
MLS Listing,,Condo/Co-op,1600 Center Ave Unit 1E,Fort Lee,NJ,07024,229000,1,1.5,Fort Lee,,,,34,,,Active,,,http://www.redfin.com/NJ/Fort-Lee/1600-Center-Ave-07024/unit-1E/home/35737619,NJMLS,20030779,N,Y,40.8500612,-73.9736823
MLS Listing,,Condo/Co-op,1265 15th St Unit 1B,Fort Lee,NJ,07024,305000,1,1.0,Fort Lee,943,,,34,323,,Active,,,http://www.redfin.com/NJ/Fort-Lee/1265-15th-St-07024/unit-1B/home/35734905,NJMLS,20030742,N,Y,40.8431472,-73.9835998
MLS Listing,,Single Family Residential,350 Mccloud Dr,Fort Lee,NJ,07024,1650000,6,5.5,Fort Lee,,5001,,34,,,Active,,,http://www.redfin.com/NJ/Fort-Lee/350-McCloud-Dr-07024/home/35736519,NJMLS,20030738,N,Y,40.848371,-73.9773785
MLS Listing,,Condo/Co-op,2100 Linwood Ave Unit 16N,Fort Lee,NJ,07024,128000,1,1.0,Fort Lee,,,,35,,,Active,,,http://www.redfin.com/NJ/Fort-Lee/2100-Linwood-Ave-07024/unit-16N/home/167165853,NJMLS,20030620,N,Y,40.8551704,-73.972764
MLS Listing,,Condo/Co-op,555 North Ave Unit 17S,Fort Lee,NJ,07024,324999,3,2.0,Fort Lee,,,,35,,,Active,,,http://www.redfin.com/NJ/Fort-Lee/555-North-Ave-07024/unit-17S/home/161421699,NJMLS,20030614,N,Y,40.8539526,-73.9823601
MLS Listing,,Condo/Co-op,2200 N Central Rd Unit 5 R,Fort Lee,NJ,07024,350000,3,2.0,Fort Lee,1800,,,35,194,,Active,,,http://www.redfin.com/NJ/Fort-Lee/2200-N-Central-Rd-07024/unit-5-R/home/172640751,NJMLS,20030557,N,Y,40.8575931,-73.9629134
MLS Listing,,Single Family Residential,1084 Harvard Pl,Fort Lee,NJ,07024,914000,5,4.0,Fort Lee,,5354,,36,,,Active,,,http://www.redfin.com/NJ/Fort-Lee/1084-Harvard-Pl-07024/home/35734168,NJMLS,20030475,N,Y,40.8374758,-73.9850461
MLS Listing,,Condo/Co-op,1530 Palisade Ave Unit 14M,Fort Lee,NJ,07024,249999,1,1.5,Fort Lee,1100,,,36,227,,Active,,,http://www.redfin.com/NJ/Fort-Lee/1530-Palisade-Ave-07024/unit-14M/home/172631860,NJMLS,20030374,N,Y,40.8467696,-73.9692285
MLS Listing,,Condo/Co-op,2000 Linwood Ave Unit 9M,Fort Lee,NJ,07024,379000,2,2.0,Fort Lee,,,,36,,,Active,,,http://www.redfin.com/NJ/Fort-Lee/2000-Linwood-Ave-07024/unit-9M/home/144018257,NJMLS,20030333,N,Y,40.8539851,-73.9739119
MLS Listing,,Condo/Co-op,1 Horizon Rd #406,Fort Lee,NJ,07024,115000,1,1.0,Fort Lee,1200,,,37,96,,Active,,,http://www.redfin.com/NJ/Fort-Lee/1-Horizon-Rd-07024/unit-406/home/102397403,NJMLS,20030212,N,Y,40.8379618,-73.9736823
MLS Listing,,Condo/Co-op,100 Old Palisade Rd #2813,Fort Lee,NJ,07024,320000,1,1.0,Fort Lee,,,,37,,,Active,,,http://www.redfin.com/NJ/Fort-Lee/100-Old-Palisade-Rd-07024/unit-2813/home/35667929,NJMLS,20030153,N,Y,40.848037,-73.9655847
MLS Listing,,Multi-Family (2-4 Unit),2031 Edwin Ave,Fort Lee,NJ,07024,899000,6,4.0,Fort Lee,,5201,,37,,,Active,,,http://www.redfin.com/NJ/Fort-Lee/2031-Edwin-Ave-07024/home/35738020,NJMLS,20030099,N,Y,40.8562235,-73.9770571
MLS Listing,,Condo/Co-op,5 Horizon Rd Unit 404.,Fort Lee,NJ,07024,149900,1,1.5,Fort Lee,,,,37,,,Active,,,http://www.redfin.com/NJ/Fort-Lee/5-Horizon-Rd-07024/unit-404/home/88362900,NJMLS,20030080,N,Y,40.8398874,-73.9731314
MLS Listing,,Condo/Co-op,2200 N Central Rd Unit 9V,Fort Lee,NJ,07024,159900,1,1.0,Fort Lee,852,,,37,188,,Active,,,http://www.redfin.com/NJ/Fort-Lee/2200-N-Central-Rd-07024/unit-9V/home/172613918,NJMLS,20030065,N,Y,40.8575931,-73.9629134
MLS Listing,,Single Family Residential,213 Mcelroy Ave,Fort Lee,NJ,07024,675000,4,2.5,Fort Lee,,3798,,38,,,Active,September-6-2020 02:00 PM,September-6-2020 05:00 PM,http://www.redfin.com/NJ/Fort-Lee/213-McElroy-Ave-07024/home/35735456,NJMLS,20029999,N,Y,40.8395859,-73.977654
MLS Listing,,Condo/Co-op,2000 Linwood Ave Unit 4A,Fort Lee,NJ,07024,395000,2,2.0,Fort Lee,1290,,,39,306,,Active,,,http://www.redfin.com/NJ/Fort-Lee/2000-Linwood-Ave-07024/unit-4A/home/110295630,NJMLS,20029812,N,Y,40.8539851,-73.9739119
MLS Listing,,Condo/Co-op,3031 Edwin Ave Unit 4J,Fort Lee,NJ,07024,89000,0,1.0,Fort Lee,,,,39,,,Active,,,http://www.redfin.com/NJ/Fort-Lee/3031-Edwin-Ave-07024/unit-4J/home/103181432,NJMLS,20029754,N,Y,40.862627,-73.9708386
MLS Listing,,Single Family Residential,2360 Jones Rd,Fort Lee,NJ,07024,849000,4,3.0,Fort Lee,,10463,,39,,,Active,,,http://www.redfin.com/NJ/Fort-Lee/2360-Jones-Rd-07024/home/35738689,NJMLS,20029721,N,Y,40.8685844,-73.9751287
MLS Listing,,Condo/Co-op,500 LINWOOD Dr,Fort Lee Boro,NJ,07024-3609,165000,1,1.0,Linwood Park,,,1950,39,,590,Active,,,http://www.redfin.com/NJ/Fort-Lee/500-Linwood-Dr-07024/unit-4E/home/113735114,GSMLS,3651494,N,Y,40.861914,-73.9717538
MLS Listing,,Condo/Co-op,500 Linwood Dr Unit 3A,Fort Lee,NJ,07024,165000,1,1.0,Fort Lee,,,,39,,,Active,,,http://www.redfin.com/NJ/Fort-Lee/500-Linwood-Dr-07024/unit-3A/home/172599694,NJMLS,20029655,N,Y,40.861914,-73.9717538
MLS Listing,,Single Family Residential,244 Virginia Ave,Fort Lee,NJ,07024,1550000,5,4.5,Fort Lee,,5001,,41,,,Active,,,http://www.redfin.com/NJ/Fort-Lee/244-Virginia-Ave-07024/home/35735419,NJMLS,20029533,N,Y,40.839221,-73.979358
MLS Listing,,Condo/Co-op,2000 Linwood Ave Unit 21G,Fort Lee,NJ,07024,406000,2,2.0,Fort Lee,,,,41,,,Active,,,http://www.redfin.com/NJ/Fort-Lee/2000-Linwood-Ave-07024/unit-21G/home/113495052,NJMLS,20029519,N,Y,40.8539851,-73.9739119
MLS Listing,,Condo/Co-op,2000 Linwood Ave Unit 5S,Fort Lee,NJ,07024,389000,2,2.0,Fort Lee,,,,41,,,Active,,,http://www.redfin.com/NJ/Fort-Lee/2000-Linwood-Ave-07024/unit-5S/home/144018211,NJMLS,20029509,N,Y,40.8539851,-73.9739119
MLS Listing,,Condo/Co-op,1530 Palisade Ave Unit 22B,Fort Lee,NJ,07024,678000,2,2.5,Fort Lee,,,,42,,,Active,,,http://www.redfin.com/NJ/Fort-Lee/1530-Palisade-Ave-07024/unit-22B/home/172580890,NJMLS,20029454,N,Y,40.8467696,-73.9692285
MLS Listing,,Condo/Co-op,555 North Ave Unit 19F,Fort Lee,NJ,07024,259900,3,2.0,Fort Lee,1450,,,42,179,,Active,,,http://www.redfin.com/NJ/Fort-Lee/555-North-Ave-07024/unit-19F/home/172580647,NJMLS,20029446,N,Y,40.8539526,-73.9823601
MLS Listing,,Condo/Co-op,1450 Palisade Ave Unit 1J,Fort Lee,NJ,07024,258000,1,1.0,Fort Lee,754,,,42,342,,Active,,,http://www.redfin.com/NJ/Fort-Lee/1450-Palisade-Ave-07024/unit-1J/home/35736391,NJMLS,20029430,N,Y,40.8444031,-73.9720113
MLS Listing,,Condo/Co-op,201 N Bridge Plz Unit 15 C,Fort Lee,NJ,07024,195000,1,1.0,Fort Lee,554,,,42,352,,Active,,,http://www.redfin.com/NJ/Fort-Lee/201-Bridge-Plz-N-07024/unit-15C/home/35738298,NJMLS,20029393,N,Y,40.8555253,-73.9680021
MLS Listing,,Condo/Co-op,100 Old Palisade Rd #2209,Fort Lee,NJ,07024,419000,1,1.5,Fort Lee,,,,43,,,Active,,,http://www.redfin.com/NJ/Fort-Lee/100-Old-Palisade-Rd-07024/unit-2209/home/35667968,NJMLS,20029211,N,Y,40.8480876,-73.9662667
MLS Listing,,Single Family Residential,1154 Buckingham Rd,Fort Lee,NJ,07024,1199000,4,2.5,Fort Lee,,13081,,43,,,Active,,,http://www.redfin.com/NJ/Fort-Lee/1154-Buckingham-Rd-07024/home/35734814,NJMLS,20029014,N,Y,40.8363706,-73.9759092
MLS Listing,,Townhouse,2 Ascot Way,Fort Lee,NJ,07024,2800000,4,3.5,Fort Lee,,,,44,,,Active,,,http://www.redfin.com/NJ/Fort-Lee/2-Ascot-Way-07024/home/35733927,NJMLS,20029006,N,Y,40.8292213,-73.9761242
MLS Listing,,Condo/Co-op,100 Old Palisade Rd #3811,Fort Lee,NJ,07024,459000,2,2.0,Fort Lee,1380,,,44,333,,Active,,,http://www.redfin.com/NJ/Fort-Lee/100-Old-Palisade-Rd-07024/unit-3811/home/35667692,NJMLS,20028804,N,Y,40.84795,-73.9655967
MLS Listing,,Condo/Co-op,1500 Palisade Ave Unit 2F,Fort Lee,NJ,07024,449000,2,2.5,Fort Lee,2050,,,45,219,,Active,,,http://www.redfin.com/NJ/Fort-Lee/1500-Palisade-Ave-07024/unit-2F/home/172531003,NJMLS,20028633,N,Y,40.8449251,-73.9714325
MLS Listing,,Condo/Co-op,1500 Palisade Ave Unit 15 A,Fort Lee,NJ,07024,750000,2,2.5,Fort Lee,2050,,,46,366,,Active,,,http://www.redfin.com/NJ/Fort-Lee/1500-Palisade-Ave-07024/unit-15-A/home/172526243,NJMLS,20028494,N,Y,40.8449251,-73.9714325
MLS Listing,,Condo/Co-op,283 Myrtle Ave,Fort Lee,NJ,07024,649000,3,2.5,Fort Lee,,,,46,,,Active,,,http://www.redfin.com/NJ/Fort-Lee/283-Myrtle-Ave-07024/home/35669195,NJMLS,20028435,N,Y,40.8652967,-73.9661623
MLS Listing,,Condo/Co-op,1 Horizon Rd #1018,Fort Lee,NJ,07024,165000,1,1.0,Fort Lee,,,,46,,,Active,,,http://www.redfin.com/NJ/Fort-Lee/1-Horizon-Rd-07024/unit-1018/home/112362137,NJMLS,20028405,N,Y,40.8379618,-73.9736823
MLS Listing,,Condo/Co-op,100 Old Palisade Rd Unit L3,Fort Lee,NJ,07024,495000,1,1.5,Fort Lee,1292,,,46,383,,Active,,,http://www.redfin.com/NJ/Fort-Lee/100-Old-Palisade-Rd-07024/unit-L3/home/35667223,NJMLS,20028366,N,Y,40.8477191,-73.9661515
MLS Listing,,Single Family Residential,1082 Palisade Ave,Fort Lee,NJ,07024,788000,4,5.0,Fort Lee,,11252,,48,,,Active,,,http://www.redfin.com/NJ/Fort-Lee/1082-Palisade-Ave-07024/home/35734506,NJMLS,20028245,N,Y,40.8341176,-73.9780902
MLS Listing,,Condo/Co-op,2200 N Central Rd Unit 5E,Fort Lee,NJ,07024,275000,2,2.0,Fort Lee,1546,,,48,178,,Active,,,http://www.redfin.com/NJ/Fort-Lee/2200-N-Central-Rd-07024/unit-5E/home/172522110,NJMLS,20028192,N,Y,40.8575931,-73.9629134
MLS Listing,,Townhouse,100 Old Palisade Rd Unit PL19,Fort Lee,NJ,07024,710000,3,3.0,Fort Lee,,,,49,,,Active,,,http://www.redfin.com/NJ/Fort-Lee/100-Old-Palisade-Rd-07024/unit-PL19/home/35667660,NJMLS,20027994,N,Y,40.847543,-73.9674609
MLS Listing,,Condo/Co-op,2 Horizon Rd #1422,Fort Lee,NJ,07024,249000,2,2.0,Fort Lee,,,,50,,,Active,,,http://www.redfin.com/NJ/Fort-Lee/2-Horizon-Rd-07024/unit-1422/home/148207800,NJMLS,20027881,N,Y,40.838916,-73.9739249
MLS Listing,,Condo/Co-op,2100 Linwood Ave Unit 16Y,Fort Lee,NJ,07024,295000,2,2.0,Fort Lee,,,,50,,,Active,,,http://www.redfin.com/NJ/Fort-Lee/2100-Linwood-Ave-07024/unit-16Y/home/172508950,NJMLS,20027718,N,Y,40.8551704,-73.972764
MLS Listing,,Condo/Co-op,2100 Linwood Ave Unit 12T,Fort Lee,NJ,07024,175000,2,2.0,Fort Lee,1200,,,50,146,,Active,,,http://www.redfin.com/NJ/Fort-Lee/2100-Linwood-Ave-07024/unit-12T/home/172508739,NJMLS,20027692,N,Y,40.8551704,-73.972764
MLS Listing,,Condo/Co-op,2100 Linwood Ave Unit 10H,Fort Lee,NJ,07024,219000,2,2.0,Fort Lee,,,,50,,,Active,,,http://www.redfin.com/NJ/Fort-Lee/2100-Linwood-Ave-07024/unit-10H/home/172508701,NJMLS,20027690,N,Y,40.8551704,-73.972764
MLS Listing,,Condo/Co-op,3050 Edwin Ave Unit 3C,Fort Lee,NJ,07024,195000,2,1.0,Fort Lee,,,,51,,,Active,,,http://www.redfin.com/NJ/Fort-Lee/3050-Edwin-Ave-07024/unit-3C/home/59916286,NJMLS,20027633,N,Y,40.8631966,-73.9694106
MLS Listing,,Condo/Co-op,1265 15th St Unit 1D,Fort Lee,NJ,07024,359000,1,1.5,Fort Lee,,,,51,,,Active,,,http://www.redfin.com/NJ/Fort-Lee/1265-15th-St-07024/unit-1D/home/35734907,NJMLS,20027509,N,Y,40.8431472,-73.9835998
MLS Listing,,Condo/Co-op,2 Horizon Rd #1017,Fort Lee,NJ,07024,105000,1,1.0,Fort Lee,647,,,51,162,,Active,,,http://www.redfin.com/NJ/Fort-Lee/2-Horizon-Rd-07024/unit-1017/home/172502043,NJMLS,20027458,N,Y,40.838916,-73.9739249
MLS Listing,,Condo/Co-op,2410 Leighton St Unit A,Fort Lee,NJ,07024,979000,3,3.0,Fort Lee,,,,51,,,Active,,,http://www.redfin.com/NJ/Fort-Lee/2410-Leighton-St-07024/unit-A/home/172501189,NJMLS,20027433,N,Y,40.8663915,-73.9676316
MLS Listing,,Condo/Co-op,3 Horizon Rd #624,Fort Lee,NJ,07024,288000,3,2.0,Fort Lee,,,,51,,,Active,,,http://www.redfin.com/NJ/Fort-Lee/3-Horizon-Rd-07024/unit-624/home/109264357,NJMLS,20027432,N,Y,40.8417607,-73.972213
MLS Listing,,Condo/Co-op,100 Old Palisade Rd #907,Fort Lee,NJ,07024,475000,2,2.0,Fort Lee,1146,,,52,414,,Active,,,http://www.redfin.com/NJ/Fort-Lee/100-Old-Palisade-Rd-07024/unit-907/home/35667191,NJMLS,20027308,N,Y,40.8480214,-73.9660221
MLS Listing,,Condo/Co-op,2000 Linwood Ave Unit 12U,Fort Lee,NJ,07024,299000,1,1.0,Fort Lee,,,,52,,,Active,,,http://www.redfin.com/NJ/Fort-Lee/2000-Linwood-Ave-07024/unit-12U/home/108464860,NJMLS,20027263,N,Y,40.8539851,-73.9739119
MLS Listing,,Condo/Co-op,1500 Palisade Ave Unit 15D,Fort Lee,NJ,07024,828000,2,3.0,Fort Lee,,,,52,,,Active,,,http://www.redfin.com/NJ/Fort-Lee/1500-Palisade-Ave-07024/unit-15D/home/172490808,NJMLS,20027258,N,Y,40.8449251,-73.9714325
MLS Listing,,Condo/Co-op,100 Old Palisade Rd #3815,Fort Lee,NJ,07024,334900,1,1.0,Fort Lee,,,,53,,,Active,,,http://www.redfin.com/NJ/Fort-Lee/100-Old-Palisade-Rd-07024/unit-3815/home/35667721,NJMLS,20027118,N,Y,40.8482249,-73.9664162
MLS Listing,,Condo/Co-op,2215 N Central Rd Unit 1F,Fort Lee,NJ,07024,228000,1,1.0,Fort Lee,,,,55,,,Active,,,http://www.redfin.com/NJ/Fort-Lee/2215-N-Central-Rd-07024/unit-1F/home/35738445,NJMLS,20026984,N,Y,40.8578221,-73.9635736
MLS Listing,,Condo/Co-op,2100 Linwood Ave Unit 17P,Fort Lee,NJ,07024,139000,1,1.0,Fort Lee,,,,55,,,Active,,,http://www.redfin.com/NJ/Fort-Lee/2100-Linwood-Ave-07024/unit-17P/home/172461804,NJMLS,20026946,N,Y,40.8551704,-73.972764
MLS Listing,,Condo/Co-op,1500 Palisade Ave Ph ABC,Fort Lee,NJ,07024,1998000,5,5.5,Fort Lee,6270,,,55,319,,Active,,,http://www.redfin.com/NJ/Fort-Lee/1500-Palisade-Ave-07024/unit-ABC/home/105447620,NJMLS,20026910,N,Y,40.8449251,-73.9714325
MLS Listing,,Condo/Co-op,2340 Linwood Ave Unit 3G,Fort Lee,NJ,07024,249000,1,1.0,Fort Lee,,,,56,,,Active,,,http://www.redfin.com/NJ/Fort-Lee/2340-Linwood-Ave-07024/unit-3G/home/35662149,NJMLS,20026891,N,Y,40.863456,-73.967015
MLS Listing,,Multi-Family (2-4 Unit),2458 5th St,Fort Lee,NJ,07024,899000,6,4.0,Fort Lee,,2500,,56,,,Active,,,http://www.redfin.com/NJ/Fort-Lee/2458-5th-St-07024/home/35739245,NJMLS,20026868,N,Y,40.8639218,-73.9607567
MLS Listing,,Condo/Co-op,2185 Lemoine Ave Unit IL,Fort Lee,NJ,07024,329000,3,2.0,Fort Lee,1680,,,57,196,,Active,,,http://www.redfin.com/NJ/Fort-Lee/2185-Lemoine-Ave-07024/unit-IL/home/172408946,NJMLS,20026602,N,Y,40.8574358,-73.966749
MLS Listing,,Condo/Co-op,2100 Linwood Ave Unit 21H,Fort Lee,NJ,07024,265000,2,2.0,Fort Lee,,,,58,,,Active,,,http://www.redfin.com/NJ/Fort-Lee/2100-Linwood-Ave-07024/unit-21H/home/172398348,NJMLS,20026396,N,Y,40.8551704,-73.972764
MLS Listing,,Condo/Co-op,3 Horizon Rd #1406,Fort Lee,NJ,07024,238000,3,2.0,Fort Lee,,,,58,,,Active,,,http://www.redfin.com/NJ/Fort-Lee/3-Horizon-Rd-07024/unit-1406/home/160715709,NJMLS,20026214,N,Y,40.8417607,-73.972213
MLS Listing,,Condo/Co-op,900 Palisade Ave Unit 7A,Fort Lee,NJ,07024,769000,2,2.5,Fort Lee,,,,59,,,Active,,,http://www.redfin.com/NJ/Fort-Lee/900-Palisade-Ave-07024/unit-7A/home/35734031,NJMLS,20025987,N,Y,40.8303097,-73.978687
MLS Listing,,Condo/Co-op,100 Old Palisade Rd #706,Fort Lee,NJ,07024,429000,2,2.0,Fort Lee,1228,,,60,349,,Active,,,http://www.redfin.com/NJ/Fort-Lee/100-Old-Palisade-Rd-07024/unit-706/home/35667154,NJMLS,20025785,N,Y,40.8480945,-73.9664536
MLS Listing,,Condo/Co-op,2150 Center Ave Unit 16C,Fort Lee,NJ,07024,295000,2,2.5,Fort Lee,1425,,,60,207,,Active,,,http://www.redfin.com/NJ/Fort-Lee/2150-Center-Ave-07024/unit-16C/home/87856678,NJMLS,20025726,N,Y,40.8562082,-73.968953
MLS Listing,,Condo/Co-op,5 Horizon Rd Unit .2002,Fort Lee,NJ,07024,250000,3,2.5,Fort Lee,2100,,,61,119,,Active,,,http://www.redfin.com/NJ/Fort-Lee/5-Horizon-Rd-07024/unit-2002/home/59961613,NJMLS,20025670,N,Y,40.8398874,-73.9731314
MLS Listing,,Condo/Co-op,800 Palisade Ave #109,Fort Lee,NJ,07024,399000,2,2.5,Fort Lee,,,,63,,,Active,,,http://www.redfin.com/NJ/Fort-Lee/800-Palisade-Ave-07024/unit-109/home/35733939,NJMLS,20025518,N,Y,40.8296474,-73.9790184
MLS Listing,,Townhouse,2415 5th St Unit LEFT SIDE,Fort Lee,NJ,07024,629900,3,3.5,Fort Lee,,,,63,,,Active,,,http://www.redfin.com/NJ/Fort-Lee/2415-5th-St-07024/unit-LEFT-SIDE/home/168696073,NJMLS,20025450,N,Y,40.8632316,-73.9619653
MLS Listing,,Condo/Co-op,800 Palisade Ave #609,Fort Lee,NJ,07024,399900,2,2.5,Fort Lee,,,,64,,,Active,,,http://www.redfin.com/NJ/Fort-Lee/800-Palisade-Ave-07024/unit-609/home/35733873,NJMLS,20025420,N,Y,40.8296719,-73.9789203
