SALE TYPE,SOLD DATE,PROPERTY TYPE,ADDRESS,CITY,STATE OR PROVINCE,ZIP OR POSTAL CODE,PRICE,BEDS,BATHS,LOCATION,SQUARE FEET,LOT SIZE,YEAR BUILT,DAYS ON MARKET,$/SQUARE FEET,HOA/MONTH,STATUS,NEXT OPEN HOUSE START TIME,NEXT OPEN HOUSE END TIME,URL (SEE http://www.redfin.com/buy-a-home/comparative-market-analysis FOR INFO ON PRICING),SOURCE,MLS#,FAVORITE,INTERESTED,LATITUDE,LONGITUDE
MLS Listing,,Condo/Co-op,801 Edgewood Ln Unit A,Fort Lee,NJ,07024,1040000,3,3.5,Fort Lee,,,,64,,,Active,,,http://www.redfin.com/NJ/Fort-Lee/801-Edgewood-Ln-07024/unit-A/home/35733107,NJMLS,20025328,N,Y,40.8319678,-73.9839399
MLS Listing,,Condo/Co-op,2000 Linwood Ave Unit 3K,Fort Lee,NJ,07024,450000,2,2.0,Fort Lee,,,,65,,,Active,,,http://www.redfin.com/NJ/Fort-Lee/2000-Linwood-Ave-07024/unit-3K/home/144018182,NJMLS,20025172,N,Y,40.8539851,-73.9739119
MLS Listing,,Condo/Co-op,4 Horizon Rd #1420,Fort Lee,NJ,07024,288000,3,2.0,Fort Lee,,,,65,,,Active,,,http://www.redfin.com/NJ/Fort-Lee/4-Horizon-Rd-07024/unit-1420/home/63470664,NJMLS,20025167,N,Y,40.8429285,-73.9717539
MLS Listing,,Condo/Co-op,5 Horizon Rd #2906,Fort Lee,NJ,07024,138000,1,1.0,Fort Lee,,,,66,,,Active,,,http://www.redfin.com/NJ/Fort-Lee/5-Horizon-Rd-07024/unit-2906/home/172336833,NJMLS,20024941,N,Y,40.8398874,-73.9731314
MLS Listing,,Condo/Co-op,2100 Linwood Ave Unit 6W,Fort Lee,NJ,07024,299000,3,2.0,Fort Lee,,,,66,,,Active,,,http://www.redfin.com/NJ/Fort-Lee/2100-Linwood-Ave-07024/unit-6W/home/172334933,NJMLS,20024925,N,Y,40.8551704,-73.972764
MLS Listing,,Condo/Co-op,1600 Parker Ave Unit 18B,Fort Lee,NJ,07024,388000,2,2.0,Fort Lee,1558,,,66,249,,Active,,,http://www.redfin.com/NJ/Fort-Lee/1600-Parker-Ave-07024/unit-18B/home/172331420,NJMLS,20024846,N,Y,40.8478531,-73.9684479
MLS Listing,,Condo/Co-op,2340 LINWOOD AVE 1E,Fort Lee Boro,NJ,07024-3815,239900,1,1.0,Bella Vista,,188614,1950,66,,332,Active,,,http://www.redfin.com/NJ/Fort-Lee/2340-Linwood-Ave-07024/unit-1E/home/35662169,GSMLS,3644381,N,Y,40.863456,-73.967015
MLS Listing,,Condo/Co-op,2150 Center Ave Unit 8G,Fort Lee,NJ,07024,324900,2,2.5,Fort Lee,,,,66,,,Active,,,http://www.redfin.com/NJ/Fort-Lee/2150-Center-Ave-07024/unit-8G/home/161467849,NJMLS,20024794,N,Y,40.8562082,-73.968953
MLS Listing,,Condo/Co-op,2100 Linwood Ave Unit 9R,Fort Lee,NJ,07024,164800,1,1.0,Fort Lee,,,,67,,,Active,,,http://www.redfin.com/NJ/Fort-Lee/2100-Linwood-Ave-07024/unit-9R/home/102540939,NJMLS,20024631,N,Y,40.8551704,-73.972764
MLS Listing,,Condo/Co-op,100 Old Palisade Rd #2402,Fort Lee,NJ,07024,475000,2,2.5,Fort Lee,1365,,,67,348,,Active,,,http://www.redfin.com/NJ/Fort-Lee/100-Old-Palisade-Rd-07024/unit-2402/home/35668007,NJMLS,20024586,N,Y,40.848146,-73.9664328
MLS Listing,,Condo/Co-op,1600 Center Ave Unit 12C,Fort Lee,NJ,07024,359000,2,2.0,Fort Lee,1253,,,69,287,,Active,,,http://www.redfin.com/NJ/Fort-Lee/1600-Center-Ave-07024/unit-12C/home/35737873,NJMLS,20024518,N,Y,40.8500612,-73.9736823
MLS Listing,,Condo/Co-op,1600 Parker Ave Unit 19A,Fort Lee,NJ,07024,218000,1,1.5,Fort Lee,1299,,,69,168,,Active,,,http://www.redfin.com/NJ/Fort-Lee/1600-Parker-Ave-07024/unit-19A/home/147959135,NJMLS,20024440,N,Y,40.8478531,-73.9684479
MLS Listing,,Condo/Co-op,2185 Lemoine Ave Unit 4P,Fort Lee,NJ,07024,115000,1,1.0,Fort Lee,1135,,,70,101,,Active,,,http://www.redfin.com/NJ/Fort-Lee/2185-Lemoine-Ave-07024/unit-4P/home/169416513,NJMLS,20024409,N,Y,40.8574358,-73.966749
MLS Listing,,Condo/Co-op,1512 PALISADE AVE 3P,Fort Lee Boro,NJ,07024-5308,704500,3,3.5,Fort Lee Boro,2829,,1989,71,249,2341,Active,,,http://www.redfin.com/NJ/Fort-Lee/1512-Palisade-Ave-07024/unit-3P/home/35736273,GSMLS,3643397,N,Y,40.8457311,-73.970055
MLS Listing,,Condo/Co-op,2 Horizon Rd #1406,Fort Lee,NJ,07024,249900,3,2.0,Fort Lee,,,1960,71,,,Active,,,http://www.redfin.com/NJ/Fort-Lee/2-Horizon-Rd-07024/unit-1406/home/160618980,CJMLS,2018252,N,Y,40.838916,-73.9739249
MLS Listing,,Condo/Co-op,1 Horizon Rd #1205,Fort Lee,NJ,07024,175000,2,2.0,Fort Lee,,,,72,,,Active,,,http://www.redfin.com/NJ/Fort-Lee/1-Horizon-Rd-07024/unit-1205/home/144766681,NJMLS,20023918,N,Y,40.8379618,-73.9736823
MLS Listing,,Condo/Co-op,100 Old Palisade Rd #4013,Fort Lee,NJ,07024,349000,1,1.0,Fort Lee,797,,,72,438,,Active,,,http://www.redfin.com/NJ/Fort-Lee/100-Old-Palisade-Rd-07024/unit-4013/home/35667722,NJMLS,20023841,N,Y,40.8481292,-73.9658033
MLS Listing,,Single Family Residential,210 Forest Rd,Fort Lee,NJ,07024,629900,3,2.0,Fort Lee,,5001,,72,,,Active,,,http://www.redfin.com/NJ/Fort-Lee/210-Forest-Rd-07024/home/35735223,NJMLS,20023787,N,Y,40.8411465,-73.9757846
MLS Listing,,Single Family Residential,1141 Buckingham Rd,Fort Lee,NJ,07024,1999900,6,7.0,Fort Lee,,25896,,72,,,Active,September-6-2020 01:30 PM,September-6-2020 04:00 PM,http://www.redfin.com/NJ/Fort-Lee/1141-Buckingham-Rd-07024/home/35734783,NJMLS,20023764,N,Y,40.8356556,-73.9764372
MLS Listing,,Condo/Co-op,550 North Ave Unit C,Fort Lee,NJ,07024,279000,1,1.0,Fort Lee,760,,,73,367,,Active,,,http://www.redfin.com/NJ/Fort-Lee/550-North-Ave-07024/unit-C/home/168868812,NJMLS,20023595,N,Y,40.8536417,-73.9831635
MLS Listing,,Single Family Residential,2 Euclid Rd,Fort Lee,NJ,07024,5950000,6,6.5,Fort Lee,,,,73,,,Active,,,http://www.redfin.com/NJ/Fort-Lee/2-Euclid-Rd-07024/home/35669206,NJMLS,20023555,N,Y,40.8360753,-73.9745088
MLS Listing,,Condo/Co-op,1600 Center Ave Unit 3A,Fort Lee,NJ,07024,259000,1,1.5,Fort Lee,,,,74,,,Active,,,http://www.redfin.com/NJ/Fort-Lee/1600-Center-Ave-07024/unit-3A/home/35737605,NJMLS,20023417,N,Y,40.8500612,-73.9736823
MLS Listing,,Condo/Co-op,2077 Center Ave Unit 19J,Fort Lee,NJ,07024,232500,2,2.0,Fort Lee,1389,,,74,167,,Active,,,http://www.redfin.com/NJ/Fort-Lee/2077-Center-Ave-07024/unit-19J/home/92906749,NJMLS,20023401,N,Y,40.8545254,-73.9714784
MLS Listing,,Townhouse,100 Old Palisade Rd Unit PL2,Fort Lee,NJ,07024,750000,3,3.0,Fort Lee,,,,77,,,Active,,,http://www.redfin.com/NJ/Fort-Lee/100-Old-Palisade-Rd-07024/unit-PL2/home/35667645,NJMLS,20022953,N,Y,40.8473335,-73.9664014
MLS Listing,,Condo/Co-op,1512 Palisade Ave Unit 11P,Fort Lee,NJ,07024,1550000,3,3.5,Fort Lee,3100,,,78,500,,Active,,,http://www.redfin.com/NJ/Fort-Lee/1512-Palisade-Ave-07024/unit-11P/home/35736128,NJMLS,20022808,N,Y,40.8457311,-73.970055
MLS Listing,,Condo/Co-op,900 Palisade Ave Unit 4J,Fort Lee,NJ,07024,398800,1,1.5,Fort Lee,,,,78,,,Active,,,http://www.redfin.com/NJ/Fort-Lee/900-Palisade-Ave-07024/unit-4J/home/35734047,NJMLS,20022793,N,Y,40.8303097,-73.978687
MLS Listing,,Single Family Residential,1025 Palisade Ave,Fort Lee,NJ,07024,1790000,8,6.5,Fort Lee,,18500,,78,,,Active,,,http://www.redfin.com/NJ/Fort-Lee/1025-Palisade-Ave-07024/home/35901199,NJMLS,20022781,N,Y,40.8320797,-73.979298
MLS Listing,,Condo/Co-op,1530 Palisade Ave Unit 17R,Fort Lee,NJ,07024,539000,2,2.5,Fort Lee,,,,78,,,Active,,,http://www.redfin.com/NJ/Fort-Lee/1530-Palisade-Ave-07024/unit-17R/home/148424705,NJMLS,20022742,N,Y,40.846883,-73.9689072
MLS Listing,,Condo/Co-op,2100 Linwood Ave Unit 23N,Fort Lee,NJ,07024,115000,1,1.0,Fort Lee,,,,78,,,Active,,,http://www.redfin.com/NJ/Fort-Lee/2100-Linwood-Ave-07024/unit-23N/home/172123619,NJMLS,20022685,N,Y,40.8551704,-73.972764
MLS Listing,,Condo/Co-op,2345 Linwood Ave Unit LG,Fort Lee,NJ,07024,350000,2,1.0,Fort Lee,935,,,79,374,,Active,,,http://www.redfin.com/NJ/Fort-Lee/2345-Linwood-Ave-07024/unit-LG/home/35662271,NJMLS,20022514,N,Y,40.864015,-73.9679073
MLS Listing,,Townhouse,438 Jane St Unit B,Fort Lee,NJ,07024,775000,3,3.5,Fort Lee,3000,,,79,258,,Active,,,http://www.redfin.com/NJ/Fort-Lee/438-Jane-St-07024/unit-B/home/172092636,NJMLS,20022430,N,Y,40.8538488,-73.9767234
MLS Listing,,Condo/Co-op,555 North Ave Unit 17 D,Fort Lee,NJ,07024,230000,2,2.0,Fort Lee,970,,,80,237,,Active,,,http://www.redfin.com/NJ/Fort-Lee/555-North-Ave-07024/unit-17D/home/79745058,NJMLS,20022395,N,Y,40.8539526,-73.9823601
MLS Listing,,Condo/Co-op,2077 Center Ave Unit 19C,Fort Lee,NJ,07024,149900,1,1.0,Fort Lee,827,,,80,181,,Active,,,http://www.redfin.com/NJ/Fort-Lee/2077-Center-Ave-07024/unit-19C/home/172079698,NJMLS,20022354,N,Y,40.8545254,-73.9714784
MLS Listing,,Condo/Co-op,1428 Westgate Dr,Fort Lee,NJ,07024,325000,2,1.0,Fort Lee,,,,81,,,Active,,,http://www.redfin.com/NJ/Fort-Lee/1428-Westgate-Dr-07024/unit-8101/home/35901961,NJMLS,20021983,N,Y,40.8500122,-73.984051
MLS Listing,,Condo/Co-op,2000 Linwood Ave Unit 16V,Fort Lee,NJ,07024,599000,3,2.0,Fort Lee,,,,81,,,Active,,,http://www.redfin.com/NJ/Fort-Lee/2000-Linwood-Ave-07024/unit-16V/home/144018334,NJMLS,20021944,N,Y,40.8539851,-73.9739119
MLS Listing,,Condo/Co-op,555 North Ave Unit 11L,Fort Lee,NJ,07024,154900,1,1.0,Fort Lee,865,,,83,179,,Active,,,http://www.redfin.com/NJ/Fort-Lee/555-North-Ave-07024/unit-11L/home/172066638,NJMLS,20021763,N,Y,40.8539526,-73.9823601
MLS Listing,,Condo/Co-op,1530 Palisade Ave Unit 12k,Fort Lee,NJ,07024,295000,1,1.5,Fort Lee,1160,,,83,254,,Active,,,http://www.redfin.com/NJ/Fort-Lee/1530-Palisade-Ave-07024/unit-12k/home/170506313,NJMLS,20021702,N,Y,40.847307,-73.970144
MLS Listing,,Condo/Co-op,471 Catherine St Unit B,Fort Lee,NJ,07024,960000,3,3.5,Fort Lee,,,,85,,,Active,,,http://www.redfin.com/NJ/Fort-Lee/471-Catherine-St-07024/unit-B/home/172052347,NJMLS,20021321,N,Y,40.8541515,-73.9779295
MLS Listing,,Condo/Co-op,471 Catherine St Unit A,Fort Lee,NJ,07024,960000,3,3.5,Fort Lee,,,,85,,,Active,,,http://www.redfin.com/NJ/Fort-Lee/471-Catherine-St-07024/unit-A/home/172052308,NJMLS,20021314,N,Y,40.8541515,-73.9779295
MLS Listing,,Condo/Co-op,2100 Linwood Ave Unit 4-B,Fort Lee,NJ,07024,219900,2,2.0,Fort Lee,,,,85,,,Active,,,http://www.redfin.com/NJ/Fort-Lee/2100-Linwood-Ave-07024/unit-4-B/home/172051391,NJMLS,20021240,N,Y,40.8551704,-73.972764
MLS Listing,,Condo/Co-op,1265 15th St Unit 15C,Fort Lee,NJ,07024,469000,2,2.0,Fort Lee,1665,,,86,282,,Active,,,http://www.redfin.com/NJ/Fort-Lee/1265-15th-St-07024/unit-15C/home/35735002,NJMLS,20021142,N,Y,40.8431472,-73.9835998
MLS Listing,,Townhouse,1658 Maple St Unit B,Fort Lee,NJ,07024,1200000,4,4.0,Fort Lee,,,,86,,,Active,,,http://www.redfin.com/NJ/Fort-Lee/1658-Maple-St-07024/unit-B/home/172045154,NJMLS,20020975,N,Y,40.8564052,-73.9807761
MLS Listing,,Townhouse,1658 Maple St Unit A,Fort Lee,NJ,07024,1200000,4,4.0,Fort Lee,,,,86,,,Active,,,http://www.redfin.com/NJ/Fort-Lee/1658-Maple-St-07024/unit-A/home/172045145,NJMLS,20020974,N,Y,40.8564052,-73.9807761
MLS Listing,,Multi-Family (2-4 Unit),1658 Maple St,Fort Lee,NJ,07024,2400000,8,8.0,Fort Lee,,8000,,86,,,Active,,,http://www.redfin.com/NJ/Fort-Lee/1658-Maple-St-07024/home/35737057,NJMLS,20020970,N,Y,40.8564052,-73.9807761
MLS Listing,,Condo/Co-op,1512 Palisade Ave Unit 4N,Fort Lee,NJ,07024,968000,3,3.5,Fort Lee,2221,,,87,436,,Active,,,http://www.redfin.com/NJ/Fort-Lee/1512-Palisade-Ave-07024/unit-4N/home/35901954,NJMLS,20020885,N,Y,40.8457311,-73.970055
MLS Listing,,Condo/Co-op,1600 Parker Ave Unit 3 H,Fort Lee,NJ,07024,270000,2,2.0,Fort Lee,1558,,,87,173,,Active,,,http://www.redfin.com/NJ/Fort-Lee/1600-Parker-Ave-07024/unit-3-H/home/170360449,NJMLS,20020848,N,Y,40.8478531,-73.9684479
MLS Listing,,Condo/Co-op,163 Old Palisade Rd Unit TOP FLOOR,Fort Lee,NJ,07024,789888,3,2.5,Fort Lee,2240,,,87,353,,Active,,,http://www.redfin.com/NJ/Fort-Lee/163-Old-Palisade-Rd-07024/unit-TOP-FLOOR/home/172039638,NJMLS,20020785,N,Y,40.848786,-73.967828
MLS Listing,,Condo/Co-op,100 Old Palisade Rd #1014,Fort Lee,NJ,07024,455000,2,2.0,Fort Lee,,,,88,,,Active,,,http://www.redfin.com/NJ/Fort-Lee/100-Old-Palisade-Rd-07024/unit-1014/home/35667675,NJMLS,20020561,N,Y,40.8479709,-73.9655736
MLS Listing,,Condo/Co-op,100 Old Palisade Rd #2314,Fort Lee,NJ,07024,315000,1,1.0,Fort Lee,857,,,89,368,,Active,,,http://www.redfin.com/NJ/Fort-Lee/100-Old-Palisade-Rd-07024/unit-2314/home/35667980,NJMLS,20020420,N,Y,40.8481697,-73.966404
MLS Listing,,Townhouse,30 Lenox Ct,Fort Lee,NJ,07024,924900,3,3.0,Fort Lee,3700,,,92,250,,Active,,,http://www.redfin.com/NJ/Fort-Lee/30-Lenox-Ct-07024/home/35901126,NJMLS,20019881,N,Y,40.8294477,-73.9782947
MLS Listing,,Condo/Co-op,555 North Ave Unit 10W,Fort Lee,NJ,07024,125000,1,1.0,Fort Lee,819,,,93,153,,Active,,,http://www.redfin.com/NJ/Fort-Lee/555-North-Ave-07024/unit-10W/home/171976146,NJMLS,20019852,N,Y,40.8539526,-73.9823601
MLS Listing,,Condo/Co-op,3 Horizon Rd Unit G-7,Fort Lee,NJ,07024,210000,3,2.0,Fort Lee,,,,93,,,Active,,,http://www.redfin.com/NJ/Fort-Lee/3-Horizon-Rd-07024/unit-G-7/home/171975915,NJMLS,20019839,N,Y,40.8417607,-73.972213
MLS Listing,,Condo/Co-op,3 Horizon Rd Unit G 18,Fort Lee,NJ,07024,210000,2,2.0,Fort Lee,,,,93,,,Active,,,http://www.redfin.com/NJ/Fort-Lee/3-Horizon-Rd-07024/unit-G-18/home/171971057,NJMLS,20019629,N,Y,40.8417607,-73.972213
MLS Listing,,Condo/Co-op,6 Horizon Rd #310,Fort Lee,NJ,07024,125000,2,2.0,Fort Lee,1383,,,94,90,,Active,,,http://www.redfin.com/NJ/Fort-Lee/6-Horizon-Rd-07024/unit-310/home/113966540,NJMLS,20019557,N,Y,40.8407802,-73.9731773
MLS Listing,,Condo/Co-op,3 Horizon Rd #1020,Fort Lee,NJ,07024,214999,3,2.0,Fort Lee,,,,94,,,Active,,,http://www.redfin.com/NJ/Fort-Lee/3-Horizon-Rd-07024/unit-1020/home/171968645,NJMLS,20019549,N,Y,40.8417607,-73.972213
MLS Listing,,Condo/Co-op,3 Horizon Rd Ph 4,Fort Lee,NJ,07024,350000,4,3.0,Fort Lee,3900,,,94,90,,Active,,,http://www.redfin.com/NJ/Fort-Lee/3-Horizon-Rd-07024/unit-4/home/104482530,NJMLS,20019525,N,Y,40.8417607,-73.972213
MLS Listing,,Condo/Co-op,1265 15th St Unit 8 A,Fort Lee,NJ,07024,495000,2,2.0,Fort Lee,1715,,,95,289,,Active,,,http://www.redfin.com/NJ/Fort-Lee/1265-15th-St-07024/unit-8A/home/35735065,NJMLS,20019250,N,Y,40.8431472,-73.9835998
MLS Listing,,Condo/Co-op,3021 Edwin Ave Unit 1C,Fort Lee,NJ,07024,199000,2,1.0,Fort Lee,,,,95,,,Active,,,http://www.redfin.com/NJ/Fort-Lee/3021-Edwin-Ave-07024/unit-1C/home/171959344,NJMLS,20019241,N,Y,40.8619021,-73.9717161
MLS Listing,,Condo/Co-op,1600 Parker Ave Unit 5A,Fort Lee,NJ,07024,215000,1,1.5,Fort Lee,1199,,,95,179,,Active,,,http://www.redfin.com/NJ/Fort-Lee/1600-Parker-Ave-07024/unit-5A/home/171959114,NJMLS,20019237,N,Y,40.8478531,-73.9684479
MLS Listing,,Condo/Co-op,5 Horizon Rd #511,Fort Lee,NJ,07024,135000,2,2.5,Fort Lee,1450,,,95,93,,Active,,,http://www.redfin.com/NJ/Fort-Lee/5-Horizon-Rd-07024/unit-511/home/168956123,NJMLS,20019180,N,Y,40.8398874,-73.9731314
MLS Listing,,Single Family Residential,1036 Anderson Ave,Fort Lee,NJ,07024,1450000,6,5.5,Fort Lee,,15616,,95,,,Active,,,http://www.redfin.com/NJ/Fort-Lee/1036-Anderson-Ave-07024/home/35733699,NJMLS,20019120,N,Y,40.8343476,-73.983508
MLS Listing,,Condo/Co-op,2 Horizon Rd #617,Fort Lee,NJ,07024,130000,1,1.0,Fort Lee,,,,97,,,Active,,,http://www.redfin.com/NJ/Fort-Lee/2-Horizon-Rd-07024/unit-617/home/104217826,NJMLS,20018996,N,Y,40.838916,-73.9739249
MLS Listing,,Multi-Family (2-4 Unit),495 Catherine St,Fort Lee,NJ,07024,1249000,8,5.0,Fort Lee,,5001,,97,,,Active,,,http://www.redfin.com/NJ/Fort-Lee/495-Catherine-St-07024/home/35737083,NJMLS,20018968,N,Y,40.8546477,-73.97871
MLS Listing,,Condo/Co-op,1 Horizon Rd Unit 609.,Fort Lee,NJ,07024,135000,1,1.0,Fort Lee,943,,,97,143,,Active,,,http://www.redfin.com/NJ/Fort-Lee/1-Horizon-Rd-07024/unit-609/home/146200195,NJMLS,20018952,N,Y,40.8379618,-73.9736823
MLS Listing,,Condo/Co-op,6 Horizon Rd #2002,Fort Lee,NJ,07024,216000,3,2.5,Fort Lee,,,,98,,,Active,,,http://www.redfin.com/NJ/Fort-Lee/6-Horizon-Rd-07024/unit-2002/home/171941344,NJMLS,20018874,N,Y,40.8407802,-73.9731773
MLS Listing,,Condo/Co-op,800 Palisade Ave #1702,Fort Lee,NJ,07024,389000,2,2.0,Fort Lee,,,,98,,,Active,,,http://www.redfin.com/NJ/Fort-Lee/800-Palisade-Ave-07024/unit-1702/home/35733975,NJMLS,20018867,N,Y,40.8294639,-73.9791099
MLS Listing,,Condo/Co-op,2100 Linwood Ave Unit 9N,Fort Lee,NJ,07024,125000,1,1.0,Fort Lee,,,,99,,,Active,,,http://www.redfin.com/NJ/Fort-Lee/2100-Linwood-Ave-07024/unit-9N/home/171927140,NJMLS,20018650,N,Y,40.8551704,-73.972764
MLS Listing,,Condo/Co-op,100 Old Palisade Rd #902,Fort Lee,NJ,07024,359000,1,1.0,Fort Lee,801,,,102,448,,Active,,,http://www.redfin.com/NJ/Fort-Lee/100-Old-Palisade-Rd-07024/unit-902/home/35667188,NJMLS,20018148,N,Y,40.8480397,-73.9661283
MLS Listing,,Single Family Residential,1103 Harvard Pl,Fort Lee,NJ,07024,1250000,5,4.5,Fort Lee,,5001,,103,,,Active,,,http://www.redfin.com/NJ/Fort-Lee/1103-Harvard-Pl-07024/home/79086797,NJMLS,20018113,N,Y,40.838031,-73.985157
MLS Listing,,Condo/Co-op,100 Old Palisade Rd #1010,Fort Lee,NJ,07024,465000,2,2.0,Fort Lee,1256,,,104,370,,Active,,,http://www.redfin.com/NJ/Fort-Lee/100-Old-Palisade-Rd-07024/unit-1010/home/35667671,NJMLS,20018037,N,Y,40.8479517,-73.9656068
MLS Listing,,Condo/Co-op,4 Horizon Rd Unit -1020,Fort Lee,NJ,07024,362500,3,2.0,Fort Lee,,,,104,,,Active,,,http://www.redfin.com/NJ/Fort-Lee/4-Horizon-Rd-07024/unit-1020/home/160716921,NJMLS,20017976,N,Y,40.8429285,-73.9717539
MLS Listing,,Condo/Co-op,1-6 Horizon Rd #2908,Fort Lee,NJ,07024,115000,1,1.5,Fort Lee,,,,105,,,Active,,,http://www.redfin.com/NJ/Fort-Lee/1-Horizon-Rd-07024/unit-2908/home/171827951,NJMLS,20017886,N,Y,40.8379618,-73.9736823
MLS Listing,,Condo/Co-op,4 Horizon Rd #1009,Fort Lee,NJ,07024,174500,1,1.0,Fort Lee,,,,106,,,Active,,,http://www.redfin.com/NJ/Fort-Lee/4-Horizon-Rd-07024/unit-1009/home/171820954,NJMLS,20017707,N,Y,40.8429285,-73.9717539
MLS Listing,,Condo/Co-op,4 Horizon Rd Ph 3,Fort Lee,NJ,07024,949000,4,3.5,Fort Lee,3000,,,108,316,,Active,,,http://www.redfin.com/NJ/Fort-Lee/4-Horizon-Rd-07024/unit-3/home/169105323,NJMLS,20017319,N,Y,40.8429285,-73.9717539
MLS Listing,,Condo/Co-op,1 Horizon Rd #1410,Fort Lee,NJ,07024,288000,3,2.0,Fort Lee,,,,109,,,Active,,,http://www.redfin.com/NJ/Fort-Lee/1-Horizon-Rd-07024/unit-1410/home/171777659,NJMLS,20017068,N,Y,40.8379618,-73.9736823
MLS Listing,,Condo/Co-op,1600 Center Ave Unit 10B,Fort Lee,NJ,07024,185000,0,1.0,Fort Lee,532,,,110,348,,Active,,,http://www.redfin.com/NJ/Fort-Lee/1600-Center-Ave-07024/unit-10B/home/35737853,NJMLS,20017056,N,Y,40.8500612,-73.9736823
MLS Listing,,Condo/Co-op,4 Horizon Rd Unit G-7,Fort Lee,NJ,07024,175000,3,2.0,Fort Lee,,,,110,,,Active,,,http://www.redfin.com/NJ/Fort-Lee/4-Horizon-Rd-07024/unit-G-7/home/160715500,NJMLS,20017034,N,Y,40.8429285,-73.9717539
MLS Listing,,Condo/Co-op,5 Horizon Rd #2208,Fort Lee,NJ,07024,149900,1,1.0,Fort Lee,1317,,,110,114,,Active,,,http://www.redfin.com/NJ/Fort-Lee/5-Horizon-Rd-07024/unit-2208/home/144628303,NJMLS,20017032,N,Y,40.8398874,-73.9731314
MLS Listing,,Condo/Co-op,100 Old Palisade Rd #3010,Fort Lee,NJ,07024,519000,2,2.5,Fort Lee,1452,,,112,357,,Active,,,http://www.redfin.com/NJ/Fort-Lee/100-Old-Palisade-Rd-07024/unit-3010/home/35667594,NJMLS,20016904,N,Y,40.8482285,-73.965547
MLS Listing,,Condo/Co-op,1265 15th St Unit 4A,Fort Lee,NJ,07024,475000,2,2.0,Fort Lee,1715,,,113,277,,Active,,,http://www.redfin.com/NJ/Fort-Lee/1265-15th-St-07024/unit-4A/home/35735082,NJMLS,20016647,N,Y,40.8431472,-73.9835998
MLS Listing,,Condo/Co-op,5 Horizon Rd #2803,Fort Lee,NJ,07024,123800,1,1.0,Fort Lee,1000,,,115,124,,Active,,,http://www.redfin.com/NJ/Fort-Lee/5-Horizon-Rd-07024/unit-2803/home/102085007,NJMLS,20016463,N,Y,40.8398874,-73.9731314
MLS Listing,,Condo/Co-op,100 Old Palisade Rd #2807,Fort Lee,NJ,07024,599000,2,2.5,Fort Lee,,,,120,,,Active,,,http://www.redfin.com/NJ/Fort-Lee/100-Old-Palisade-Rd-07024/unit-2807/home/35667939,NJMLS,20015813,N,Y,40.8480264,-73.9657039
MLS Listing,,Condo/Co-op,1600 Center Ave Unit 7G,Fort Lee,NJ,07024,359000,2,2.0,Fort Lee,1173,,,121,306,,Active,,,http://www.redfin.com/NJ/Fort-Lee/1600-Center-Ave-07024/unit-7G/home/35737632,NJMLS,20015730,N,Y,40.8500612,-73.9736823
MLS Listing,,Condo/Co-op,2077 Center Ave Unit 12G,Fort Lee,NJ,07024,107500,1,1.5,Fort Lee,,,,122,,,Active,,,http://www.redfin.com/NJ/Fort-Lee/2077-Center-Ave-07024/unit-12G/home/139558744,NJMLS,20015475,N,Y,40.8545254,-73.9714784
MLS Listing,,Single Family Residential,1065 Edgewood Ln,Fort Lee,NJ,07024,769000,5,4.0,Fort Lee,,5149,,123,,,Active,,,http://www.redfin.com/NJ/Fort-Lee/1065-Edgewood-Ln-07024/home/35733719,NJMLS,20015313,N,Y,40.834985,-73.9827045
MLS Listing,,Condo/Co-op,6 Horizon Rd #2609,Fort Lee,NJ,07024,138000,2,2.0,Fort Lee,1474,,,125,94,,Active,,,http://www.redfin.com/NJ/Fort-Lee/6-Horizon-Rd-07024/unit-2609/home/146488688,NJMLS,20015206,N,Y,40.8407802,-73.9731773
MLS Listing,,Condo/Co-op,6 Horizon Rd Unit 2901.,Fort Lee,NJ,07024,235000,3,2.5,Fort Lee,2125,,,126,111,,Active,,,http://www.redfin.com/NJ/Fort-Lee/6-Horizon-Rd-07024/unit-2901/home/145130949,NJMLS,20015183,N,Y,40.8407802,-73.9731773
MLS Listing,,Condo/Co-op,132 Myrtle Ave #14,Fort Lee,NJ,07024,379000,2,1.0,Fort Lee,,,,127,,,Active,,,http://www.redfin.com/NJ/Fort-Lee/132-Myrtle-Ave-07024/unit-14/home/35739002,NJMLS,20014916,N,Y,40.8613474,-73.9605467
MLS Listing,,Condo/Co-op,2077 CENTER Ave Unit 7C,Fort Lee Boro,NJ,07024,195000,1,1.0,Fort Lee Boro,827,76230,1970,129,236,568,Active,,,http://www.redfin.com/NJ/Fort-Lee/2077-Center-Ave-07024/unit-7C/home/160667147,GSMLS,3629535,N,Y,40.8545254,-73.9714784
MLS Listing,,Condo/Co-op,1241 Anderson Ave #17,Fort Lee,NJ,07024,130000,1,1.0,Fort Lee,475,,,135,274,,Active,,,http://www.redfin.com/NJ/Fort-Lee/1241-Anderson-Ave-07024/unit-17/home/171396038,NJMLS,20014252,N,Y,40.840384,-73.981373
MLS Listing,,Townhouse,100 Old Palisade Rd Unit PL11,Fort Lee,NJ,07024,679000,3,3.0,Fort Lee,,,,136,,,Active,,,http://www.redfin.com/NJ/Fort-Lee/100-Old-Palisade-Rd-07024/unit-PL11/home/35667638,NJMLS,20014171,N,Y,40.8474438,-73.9669568
